44361	35270	4600290058	4
44361	65400	4600290058	2
44361	65340	4600290058	2
44361	30330	4600290058	2
44361	45130	4600290058	2
44361	45330	4600290058	1
44361	35170	4600290058	1
44361	35180	4600290058	2
44361	10200	4600290058	3
44361	10210	4600290058	2
44361	10220	4600290058	1
44361	10290	4600290058	1
44361	10300	4600290058	2
44361	10560	4600290058	1
44361	10600	4600290058	2
44361	11420	4600290058	1
44361	10160	4600290058	2
44361	10180	4600290058	2
44361	11250	4600290058	2
44361	11270	4600290058	1
44361	11400	4600290058	1
44361	10360	4600290058	2
44361	11130	4600290058	1
44361	12180	4600290058	2
44361	12420	4600290058	1
44361	12470	4600290058	1
44361	45250	4600290058	2
44361	12130	4600290058	2
44361	12150	4600290058	1
44361	12270	4600290058	1
44361	12530	4600290058	2
44361	65220	4600290058	1
